name,address,lat,lng,kreis,group,size,geometry,index_right,objid,objectid,district,qnr,kname,knr
Migros-Supermarkt - Zürich - Seebach,"Schaffhauserstrasse 470, 8052 Zürich, Schweiz",47.4195302,8.5483282,Kreis 12,migros_group,1.0,POINT (8.5483282 47.4195302),32.0,7,32.0,Seebach,119.0,Kreis 11,11.0
Saatlen Pub,"Saatlenstrasse 18, 8051 Zürich, Schweiz",47.4052637,8.5709025,Kreis 12,migros_group,1.0,POINT (8.5709025 47.4052637),11.0,2,12.0,Schwamendingen-Mitte,122.0,Kreis 12,12.0
Coop Supermarkt Zürich Schwamendingen,"Saatlenstrasse 12, 8051 Zürich, Schweiz",47.4049183,8.5716621,Kreis 12,migros_group,1.0,POINT (8.5716621 47.4049183),11.0,2,12.0,Schwamendingen-Mitte,122.0,Kreis 12,12.0
Lakomka Zürich,"Ueberlandstrasse 14, 8051 Zürich, Schweiz",47.404137,8.5571306,Kreis 12,migros_group,1.0,POINT (8.5571306 47.404137),11.0,2,12.0,Schwamendingen-Mitte,122.0,Kreis 12,12.0
Denner Discount,"Winterthurerstrasse 524, 8051 Zürich, Schweiz",47.4039316,8.5726414,Kreis 12,migros_group,1.0,POINT (8.5726414 47.4039316),11.0,2,12.0,Schwamendingen-Mitte,122.0,Kreis 12,12.0
Denner Discount,"Schwamendingenstrasse 24, 8050 Zürich, Schweiz",47.4073671,8.5484298,Kreis 12,migros_group,1.0,POINT (8.5484298 47.4073671),19.0,27,20.0,Oerlikon,115.0,Kreis 11,11.0
Denner Discount,"Düberndorfstrasse 271, Dübendorfstrasse 271, 8051 Zürich, Schweiz",47.3999951,8.5878022,Kreis 12,migros_group,1.0,POINT (8.5878022 47.3999951),22.0,3,23.0,Hirzenbach,123.0,Kreis 12,12.0
Denner Discount,"Schaffhauserstrasse 491, 8052 Zürich, Schweiz",47.4209472,8.5490585,Kreis 12,migros_group,1.0,POINT (8.5490585 47.4209472),32.0,7,32.0,Seebach,119.0,Kreis 11,11.0
Denner Express,"Glatttalstrasse 76, 8052 Zürich, Schweiz",47.4272499,8.5467361,Kreis 12,migros_group,0.3,POINT (8.5467361 47.4272499),32.0,7,32.0,Seebach,119.0,Kreis 11,11.0
Denner Discount,"Hofwiesenstrasse 350, 8050 Zürich, Schweiz",47.4103609,8.5434623,Kreis 12,migros_group,1.0,POINT (8.5434623 47.4103609),19.0,27,20.0,Oerlikon,115.0,Kreis 11,11.0
Denner Discount,"Regensbergstrasse 309, 8050 Zürich, Schweiz",47.4114292,8.5265716,Kreis 12,migros_group,1.0,POINT (8.5265716 47.4114292),18.0,26,19.0,Affoltern,111.0,Kreis 11,11.0
Denner Discount,"In Böden 174, 8046 Zürich, Schweiz",47.4200534,8.5082922,Kreis 12,migros_group,1.0,POINT (8.5082922 47.4200534),18.0,26,19.0,Affoltern,111.0,Kreis 11,11.0
Migrol Service,"Winterthurerstrasse 692, 8051 Zürich, Schweiz",47.4063575,8.5838739,Kreis 12,migros_group,1.0,POINT (8.5838739 47.4063575),22.0,3,23.0,Hirzenbach,123.0,Kreis 12,12.0
mio by migrolino,"Glatttalstrasse 56, 8052 Zürich, Schweiz",47.4258307,8.5478256,Kreis 12,migros_group,0.3,POINT (8.5478256 47.4258307),32.0,7,32.0,Seebach,119.0,Kreis 11,11.0
Migrol Tankstelle,"Winterthurerstrasse 686, 8051 Zürich, Schweiz",47.4063475,8.583642,Kreis 12,migros_group,1.0,POINT (8.583642 47.4063475),22.0,3,23.0,Hirzenbach,123.0,Kreis 12,12.0
Coop Supermarkt Zürich Precisa,"Wallisellenstrasse 333, 8050 Zürich, Schweiz",47.4113695,8.5625841,Kreis 12,competitors,1.0,POINT (8.5625841 47.4113695),33.0,8,33.0,Saatlen,121.0,Kreis 12,12.0
Kirche Saatlen,"Saatlenstrasse 240, 8050 Zürich, Schweiz",47.410245,8.5638902,Kreis 12,competitors,1.0,POINT (8.5638902 47.410245),33.0,8,33.0,Saatlen,121.0,Kreis 12,12.0
Coop Supermarkt Zürich Dorflinde,"Schwamendingenstrasse 39/41, 8050 Zürich, Schweiz",47.4076063,8.5492653,Kreis 12,competitors,1.0,POINT (8.5492653 47.4076063),19.0,27,20.0,Oerlikon,115.0,Kreis 11,11.0
Schwamendingerplatz,"8051 Zürich, Schweiz",47.4045941,8.5718861,Kreis 12,competitors,1.0,POINT (8.5718861 47.4045941),11.0,2,12.0,Schwamendingen-Mitte,122.0,Kreis 12,12.0
GZ Hirzenbach - Zürcher Gemeinschaftszentren,"Helen-Keller-Strasse 55, 8051 Zürich, Schweiz",47.4026247,8.5918226,Kreis 12,migros_group,1.0,POINT (8.5918226 47.4026247),22.0,3,23.0,Hirzenbach,123.0,Kreis 12,12.0
Coop Supermarkt Zürich Hirzenbachstrasse,"Hirzenbachstrasse 40, 8051 Zürich, Schweiz",47.4034823,8.5893255,Kreis 12,migros_group,1.0,POINT (8.5893255 47.4034823),22.0,3,23.0,Hirzenbach,123.0,Kreis 12,12.0
Schulhaus Hirzenbach,"Luchswiesenstrasse 186, 8051 Zürich, Schweiz",47.4046344,8.5873233,Kreis 12,competitors,1.0,POINT (8.5873233 47.4046344),22.0,3,23.0,Hirzenbach,123.0,Kreis 12,12.0
SAW Siedlung Hirzenbach,"Hirzenbachstrasse 85, 8051 Zürich, Schweiz",47.4055605,8.5867329,Kreis 12,competitors,1.0,POINT (8.5867329 47.4055605),22.0,3,23.0,Hirzenbach,123.0,Kreis 12,12.0
Sportzentrum Heerenschürli,"Helen-Keller-Strasse 20, 8051 Zürich, Schweiz",47.4011059,8.5953503,Kreis 12,competitors,1.0,POINT (8.5953503 47.4011059),22.0,3,23.0,Hirzenbach,123.0,Kreis 12,12.0
Migros-Supermarkt - Zürich - Höngg,"Regensdorferstrasse 20, 8049 Zürich, Schweiz",47.4037537,8.4971872,Kreis 10,migros_group,1.0,POINT (8.4971872 47.4037537),20.0,28,21.0,Höngg,101.0,Kreis 10,10.0
Denner Discount,"Einkaufszentrum, Regensdorferstrasse 16, 8049 Zürich, Schweiz",47.4032859,8.4982778,Kreis 10,migros_group,1.0,POINT (8.4982778 47.4032859),20.0,28,21.0,Höngg,101.0,Kreis 10,10.0
Migrol Service,"Wehntalerstrasse 387, 8046 Zürich, Schweiz",47.4142131,8.5181954,Kreis 10,migros_group,1.0,POINT (8.5181954 47.4142131),18.0,26,19.0,Affoltern,111.0,Kreis 11,11.0
Coop Supermarkt Zürich Hönggermarkt,"Regensdorferstrasse 9, 8049 Zürich, Schweiz",47.4024829,8.4987328,Kreis 10,competitors,1.0,POINT (8.4987328 47.4024829),20.0,28,21.0,Höngg,101.0,Kreis 10,10.0
Coop Supermarkt Zürich ETH Hönggerberg,"Wolfgang-Pauli-Strasse 14, 8049 Zürich, Schweiz",47.4083915,8.507961,Kreis 10,competitors,1.0,POINT (8.507961 47.4083915),20.0,28,21.0,Höngg,101.0,Kreis 10,10.0
Hönggermarkt,"Regensdorferstrasse 5, 8049 Zürich, Schweiz",47.4025076,8.4988295,Kreis 10,competitors,1.0,POINT (8.4988295 47.4025076),20.0,28,21.0,Höngg,101.0,Kreis 10,10.0
Coop Supermarkt Zürich Bombach,"Frankentalerstrasse 20, 8049 Zürich, Schweiz",47.4058719,8.4814155,Kreis 10,competitors,1.0,POINT (8.4814155 47.4058719),20.0,28,21.0,Höngg,101.0,Kreis 10,10.0
