name,address,lat,lng,kreis,district,group,size
mio by migrolino,"Winterthurerstrasse 692, 8051 Zürich, Schweiz",47.4063449,8.5838273,Kreis 7,Fluntern,migros_group,0.3
ALDI SUISSE,"Zwirnereistrasse 7/9, 8304 Wallisellen, Schweiz",47.404614599999995,8.6026861,Kreis 7,Fluntern,competitors,1.0
ALDI SUISSE,"Einkaufszentrum Glatt, Neue Winterthurerstrasse 99, 8304 Wallisellen, Schweiz",47.4084666,8.5960524,Kreis 7,Fluntern,competitors,1.0
Migros-Supermarkt - Zürich - ShopVilleMärt,"Shop Ville Zürich Hauptbahnhof, 8001 Zürich, Schweiz",47.377122799999995,8.5394461,Kreis 7,Hottingen,migros_group,1.0
Migros-Supermarkt - Zürich - Witikon-Zentrum,"Witikonerstr. 293, 8053 Zürich, Schweiz",47.359092999999994,8.5856,Kreis 7,Hottingen,migros_group,1.0
Migros-Supermarkt - Zürich - Bahnhof Enge,"Tessinerpl. 10, 8002 Zürich, Schweiz",47.364130499999995,8.5310291,Kreis 7,Hottingen,migros_group,1.0
Migros-Supermarkt - Zürich - Stockerstrasse M-Express,"Stockerstrasse 47, 8002 Zürich, Schweiz",47.3683421,8.5341709,Kreis 7,Hottingen,migros_group,0.3
Migros Daily Take Away - Daily Zürich-Zollstrasse,"Zollstrasse 6, 8005 Zürich, Schweiz",47.3798176,8.5369492,Kreis 7,Hottingen,migros_group,1.0
Migros Take Away,"Kreuzpl. 20, 8008 Zürich, Schweiz",47.3646932,8.5539152,Kreis 7,Hottingen,migros_group,1.0
Coop Pronto Shop Zürich Klusplatz,"Witikonerstr. 15, 8032 Zürich, Schweiz",47.363981599999995,8.5670317,Kreis 7,Hottingen,competitors,0.3
Coop Supermarkt Zürich Witikonerstrasse,"Witikonerstr. 409, 8053 Zürich, Schweiz",47.360226399999995,8.5946717,Kreis 7,Hottingen,competitors,1.0
Klinik Hirslanden,"Witellikerstrasse 40, 8032 Zürich, Schweiz",47.3513179,8.5762437,Kreis 7,Hirslanden,migros_group,1.0
Migros und Bäckerei Buchmann ShopVilleMärt,"Hauptbahnhof, 8001 Zürich, Schweiz",47.3770879,8.5393472,Kreis 7,Hirslanden,migros_group,1.0
HIRSLANDEN klinik hirslanden,"Seefeldstrasse 214, 8008 Zürich, Schweiz",47.3528989,8.5586416,Kreis 7,Hirslanden,migros_group,1.0
Praxis Dr. med. Cyrill Dennler | Wirbelsäulen & Schmerz Clinic | Spine & Pain Clinic - Klinik Hirslanden Zürich,"Trakt E, Witellikerstrasse 40, 8032 Zürich, Schweiz",47.350347199999995,8.5769866,Kreis 7,Hirslanden,migros_group,1.0
Hirslanden Klinik Im Park,"Seestrasse 220, 8027 Zürich, Schweiz",47.3525889,8.531677799999999,Kreis 7,Hirslanden,migros_group,1.0
Denner Discount,"Birmensdorferstrasse 320, 8055 Zürich, Schweiz",47.3700753,8.5087137,Kreis 7,Hirslanden,migros_group,1.0
Trauma Zentrum Hirslanden - Klinik Hirslanden,"Witellikerstrasse 40, 8032 Zürich, Schweiz",47.3515174,8.5764652,Kreis 7,Hirslanden,migros_group,1.0
HerzZentrum Hirslanden Zürich | Herzklinik Zürich,"Witellikerstrasse 36, 8008 Zürich, Schweiz",47.3518885,8.576203399999999,Kreis 7,Hirslanden,competitors,1.0
Adipositas und StoffwechselZentrum Zürich,"Witellikerstrasse 36, 8008 Zürich, Schweiz",47.351907999999995,8.576236999999999,Kreis 7,Hirslanden,competitors,1.0
Ärztezentrum Seefeld Zürich,"Seefeldstrasse 214, 8008 Zürich, Schweiz",47.3531161,8.5588182,Kreis 7,Hirslanden,competitors,1.0
PD Dr. med. Sandro Kohl | Kniechirurg Zürich Hirslanden,"Traumazentrum, Witellikerstrasse 40, 8032 Zürich, Schweiz",47.3515561,8.5764815,Kreis 7,Hirslanden,competitors,1.0
migrolino Dübendorf,"Bettlistrasse 3, 8600 Dübendorf, Schweiz",47.3999755,8.623599,Kreis 7,Witikon,migros_group,0.3
migrolino Dübendorf Im Giessen,"Ueberlandstrasse 97, 8600 Dübendorf, Schweiz",47.4032396,8.607397599999999,Kreis 7,Witikon,migros_group,0.3
migrolino Schwerzenbach,"Bahnstrasse 7a, 8603 Schwerzenbach, Schweiz",47.3846119,8.6584269,Kreis 7,Witikon,migros_group,0.3
migrolino Wallisellen,"Husacherstrasse 2, 8304 Wallisellen, Schweiz",47.4081106,8.6019103,Kreis 7,Witikon,migros_group,0.3
Migrol Tankstelle,"Bellerivestrasse 2, 8008 Zürich, Schweiz",47.360883400000006,8.547934099999999,Kreis 7,Witikon,migros_group,1.0
migrolino Dübendorf (Bühlwiesen),"Ringstrasse 17, 8600 Dübendorf, Schweiz",47.39840040000001,8.605350699999999,Kreis 7,Witikon,migros_group,0.3
migrolino Opfikon,"Hagenholzstrasse 119, 8152 Kreis 11, Schweiz",47.4161299,8.5637594,Kreis 7,Witikon,migros_group,0.3
Lidl Schweiz,"Müllerenstrasse 5, 8604 Volketswil, Schweiz",47.37914,8.677349999999999,Kreis 7,Witikon,competitors,1.0
Lidl Schweiz,"Gschwaderstrasse 24, 8610 Uster, Schweiz",47.356550000000006,8.71112,Kreis 7,Witikon,competitors,1.0
Lidl Schweiz,"Gattikonerstrasse 135, 8136 Gattikon, Schweiz",47.28296,8.54392,Kreis 7,Witikon,competitors,1.0
Zentrum Witikon,"Witikonerstrasse 279, bis 299, 8053 Zürich, Schweiz",47.3587312,8.585599,Kreis 7,Witikon,competitors,1.0
"Postomat Zürich, Filiale Einkaufszentrum","Witikonerstr. 279, 8053 Zürich, Schweiz",47.358755599999995,8.585554199999999,Kreis 7,Witikon,competitors,1.0
Witiker Bioladen,"Witikonerstr. 279, 8053 Zürich, Schweiz",47.358779899999995,8.585723999999999,Kreis 7,Witikon,competitors,1.0
SPAR Supermarkt Schwerzenbach,"Bahnhofstrasse 1, 8603 Schwerzenbach, Schweiz",47.381935,8.652604,Kreis 7,Witikon,competitors,1.0
SPAR,"Pilgerweg 45, 8803 Rüschlikon, Schweiz",47.3062584,8.5562832,Kreis 7,Witikon,competitors,1.0
DHL Service Point (Spar express Toblerplatz),"Toblerpl. 5, 8044 Zürich, Schweiz",47.3790858,8.5598925,Kreis 7,Witikon,competitors,0.3
SPAR,"Forchstrasse 4, 8133 Esslingen ZH, Schweiz",47.287565,8.710875999999999,Kreis 7,Witikon,competitors,1.0
Migros-Genossenschafts-Bund,"Limmatstrasse 152, 8005 Zürich, Schweiz",47.3851136,8.531282,Kreis 5,Gewerbeschule,migros_group,1.0
Migros-Genossenschafts-Bund Group IT,"Heinrichstrasse 216, 8005 Zürich, Schweiz",47.3883483,8.5243376,Kreis 5,Gewerbeschule,migros_group,1.0
Migros Industrie,"c/o Migros-Genossenschafts-Bund, Limmatstrasse 152, 8005 Zürich, Schweiz",47.385878299999995,8.5312854,Kreis 5,Gewerbeschule,migros_group,1.0
Coop Supermarkt Pfingstweidstrasse Prime 2,"Maschinenstrasse 10, 8005 Zürich, Schweiz",47.3875062,8.5174018,Kreis 5,Gewerbeschule,competitors,1.0
Coop to go (Zürich Maagplatz),"Maagpl. 1, 8005 Zürich, Schweiz",47.3859775,8.516149799999999,Kreis 5,Gewerbeschule,competitors,0.3
Coop Supermarkt Zürich Militärstrasse,"Militärstrasse 106, 8004 Zürich, Schweiz",47.379320799999995,8.528788700000002,Kreis 5,Gewerbeschule,competitors,1.0
Coop to go Zürich Neugasse,"Neugasse 50, 8005 Zürich, Schweiz",47.3827661,8.529664,Kreis 5,Gewerbeschule,competitors,0.3
Coop to go Zürich HB,"Halle Landesmuseum, 8001 Zürich, Schweiz",47.3789136,8.5397128,Kreis 5,Gewerbeschule,competitors,0.3
Lian Hua Hardturm GmbH,"Förrlibuckstrasse 30, 8005 Zürich, Schweiz",47.3914996,8.515773099999999,Kreis 5,Gewerbeschule,competitors,1.0
Mittelschul- und Berufsbildungsamt Kanton Zürich,"Ausstellungsstrasse 80, 8005 Zürich, Schweiz",47.3836345,8.534542799999999,Kreis 5,Gewerbeschule,competitors,1.0
Migros Take Away,"Pfingstweidstrasse 101, 8005 Zürich, Schweiz",47.389854799999995,8.5073829,Kreis 5,Escher Wyss,migros_group,1.0
Parkplatz Migros,"Pfingstweidstrasse 101, 8005 Zürich, Schweiz",47.3902727,8.507417499999999,Kreis 5,Escher Wyss,migros_group,1.0
Migrol Service,"Rautistrasse 32, 8047 Zürich, Schweiz",47.381260999999995,8.492089,Kreis 5,Escher Wyss,migros_group,1.0
Coop Supermarkt Zürich Hard Turm Park,"Pfingstweidstrasse 106, 8005 Zürich, Schweiz",47.3911184,8.508009699999999,Kreis 5,Escher Wyss,competitors,1.0
Coop Pronto Shop Zürich Prime Tower,"Hardstrasse 221, 8005 Zürich, Schweiz",47.3863992,8.5176807,Kreis 5,Escher Wyss,competitors,0.3
Migros-Supermarkt - Zürich - Höngg,"Regensdorferstrasse 20, 8049 Zürich, Schweiz",47.4037537,8.497187199999999,Kreis 4,Werd,migros_group,1.0
Migrol Service mit Shell-Treibstoff,"Birmensdorferstrasse 517, 8055 Zürich, Schweiz",47.3674036,8.4943011,Kreis 4,Werd,migros_group,1.0
Coop Pronto Shop Zürich Wiedikon,"Birmensdorferstrasse 55, 8004 Zürich, Schweiz",47.3713653,8.525133499999999,Kreis 4,Werd,competitors,0.3
Coop Supermarkt Zürich Wiedikon,"Birmensdorferstrasse 200, 8003 Zürich, Schweiz",47.370688,8.5160521,Kreis 4,Werd,competitors,1.0
Coop to go Zürich Stauffacher,"Badenerstrasse 15, 8004 Zürich, Schweiz",47.3734708,8.530353,Kreis 4,Werd,competitors,0.3
Coop Pronto Shop Zürich Stauffacher,"Badenerstrasse 44, 8004 Zürich, Schweiz",47.3734124,8.5284011,Kreis 4,Werd,competitors,0.3
Coop Pronto Shop Zürich Badenerstrasse 120,"Badenerstrasse 120, 8004 Zürich, Schweiz",47.3744557,8.5240428,Kreis 4,Werd,competitors,0.3
Kiosk Kalkbreite,"Kalkbreitestrasse 1, 8003 Zürich, Schweiz",47.3742612,8.5214843,Kreis 4,Werd,competitors,1.0
ALDI SUISSE,"Dietlimoosplatz 1, 8134 Adliswil, Schweiz",47.322160499999995,8.529346199999999,Kreis 4,Werd,competitors,1.0
ALDI SUISSE,"Soodring 36, 8134 Adliswil, Schweiz",47.316118,8.520560999999999,Kreis 4,Werd,competitors,1.0
ALDI SUISSE,"Goldschlägipl. 3, 8952 Schlieren, Schweiz",47.4001171,8.441642400000001,Kreis 4,Werd,competitors,1.0
Migros Take Away,"Wengistrasse 7, 8004 Zürich, Schweiz",47.3749014,8.5231358,Kreis 4,Langstrasse,migros_group,1.0
Migros-Supermarkt - Leutschenbach,"Hagenholzstrasse 45, 8050 Zürich, Schweiz",47.4147267,8.553732300000002,Kreis 4,Langstrasse,migros_group,1.0
Aladin,"Langstrasse 95, 8004 Zürich, Schweiz",47.37826,8.526712,Kreis 4,Langstrasse,competitors,1.0
Big Burger Zürich,"Langstrasse 211, 8005 Zürich, Schweiz",47.3830606,8.5299791,Kreis 4,Langstrasse,competitors,1.0
Denner Discount,"Giesshübelstrasse 65, 8045 Zürich, Schweiz",47.358222,8.517876,Kreis 4,Hard,migros_group,1.0
SPAR,"Hofsteigstraße 2, 6971 Hard, Österreich",47.4896447,9.6907887,Kreis 4,Hard,competitors,1.0
SPAR,"Hofsteigstraße 15, 6971 Hard, Österreich",47.490206400000005,9.6926748,Kreis 4,Hard,competitors,1.0
SPAR,"Schäfferhofstraße 1, 6971 Hard, Österreich",47.4860664,9.7121311,Kreis 4,Hard,competitors,1.0
DHL Service Point (SPAR Express ZH Schauspielhaus),"Hottingerstrasse 2, 8032 Zürich, Schweiz",47.37037120000001,8.5494107,Kreis 4,Hard,competitors,0.3
SPAR Supermarkt Urdorf,"Bachstrasse 11, 8902 Urdorf, Schweiz",47.381913,8.423735599999999,Kreis 4,Hard,competitors,1.0
SPAR Achleitner Hard,"Landstraße 77, 6971 Hard, Österreich",47.4811126,9.6833917,Kreis 4,Hard,competitors,1.0
Coop ToGo,"Stadelhoferstrasse 8, 8001 Zürich, Schweiz",47.366583,8.548437999999999,Kreis 1,Hochschulen,competitors,1.0
Universität Zürich,"Rämistrasse 71, 8006 Zürich, Schweiz",47.3745896,8.5486629,Kreis 1,Hochschulen,competitors,1.0
HITZBERGER Migros-City,"Löwenstrasse 35, 8001 Zürich, Schweiz",47.3752656,8.536159999999999,Kreis 1,Lindenhof,migros_group,1.0
mio by migrolino,"Albisstrasse 115, 8038 Zürich, Schweiz",47.3374226,8.5303072,Kreis 1,Lindenhof,migros_group,0.3
Sihlcity,"Kalanderpl. 1, 8045 Zürich, Schweiz",47.3577488,8.5230658,Kreis 1,Lindenhof,competitors,1.0
Coop Supermarkt Zürich Enge Bahnhof,"Tessinerpl. 10, 8002 Zürich, Schweiz",47.3645195,8.5308191,Kreis 1,Lindenhof,competitors,1.0
Coop Supermarkt Zürich Wollishofen,"Alte Kalchbühlstrasse 15, 8038 Zürich, Schweiz",47.3401675,8.5305126,Kreis 1,Lindenhof,competitors,1.0
Coop City Zürich Sihlcity,"Kalanderpl. 1, 8045 Zürich, Schweiz",47.3574084,8.5227383,Kreis 1,City,competitors,1.0
Coop Supermarkt Zürich Sihlcity,"Kalanderpl. 1, 8045 Zürich, Schweiz",47.3576232,8.5231751,Kreis 1,City,competitors,1.0
Coop Supermarkt City Zürich Oerlikon Food,"Wallisellenstrasse 1, 8050 Zürich, Schweiz",47.4103731,8.546684299999999,Kreis 1,City,competitors,1.0
Migros-Supermarkt - Zürich - Schwamendingen,"Winterthurerstrasse 524, 8051 Zürich, Schweiz",47.4039286,8.5729928,Kreis 12,Saatlen,migros_group,1.0
Migros-Supermarkt - Zürich - Oerlikon Neumarkt,"Einkaufszentrum Neumarkt, Hofwiesenstrasse 350, 8050 Zürich, Schweiz",47.4105054,8.5430437,Kreis 12,Saatlen,migros_group,1.0
Migros-Supermarkt - Opfikon - Glattpark,"Thurgauerstrasse 106, 8152 Opfikon, Schweiz",47.4210946,8.5577823,Kreis 12,Saatlen,migros_group,1.0
Migros-Supermarkt - Wallisellen - Glattzentrum,"Neue Winterthurerstrasse 99, 8304 Wallisellen, Schweiz",47.4086459,8.595885599999999,Kreis 12,Saatlen,migros_group,1.0
Coop Supermarkt Zürich Schwamendingen,"Saatlenstrasse 12, 8051 Zürich, Schweiz",47.4049183,8.5716621,Kreis 12,Saatlen,migros_group,1.0
Migros-Supermarkt - Wallisellen,"Bahnhofstrasse 30, 8304 Wallisellen, Schweiz",47.4135837,8.591854399999999,Kreis 12,Saatlen,migros_group,1.0
Denner Discount,"Winterthurerstrasse 524, 8051 Zürich, Schweiz",47.4039316,8.5726414,Kreis 12,Saatlen,migros_group,1.0
Denner Discount,"Düberndorfstrasse 271, Dübendorfstrasse 271, 8051 Zürich, Schweiz",47.3999951,8.5878022,Kreis 12,Saatlen,migros_group,1.0
Denner Express,"Glatttalstrasse 76, 8052 Zürich, Schweiz",47.4272499,8.5467361,Kreis 12,Saatlen,migros_group,0.3
Denner Discount,"Thurgauerstrasse 106, 8152 Opfikon, Schweiz",47.421132799999995,8.557648,Kreis 12,Saatlen,migros_group,1.0
Denner Discount,"Bahnhofstrasse 9, 8304 Wallisellen, Schweiz",47.4143811,8.5910411,Kreis 12,Saatlen,migros_group,1.0
Denner Discount,"Neue Winterthurerstrasse 99, 8304 Wallisellen, Schweiz",47.4078875,8.5965549,Kreis 12,Saatlen,migros_group,1.0
Migrol Service,"Winterthurerstrasse 692, 8051 Zürich, Schweiz",47.4063575,8.5838739,Kreis 12,Saatlen,migros_group,1.0
Migrol Tankstelle,"Winterthurerstrasse 686, 8051 Zürich, Schweiz",47.406347499999995,8.583642,Kreis 12,Saatlen,migros_group,1.0
Coop Supermarkt Zürich Precisa,"Wallisellenstrasse 333, 8050 Zürich, Schweiz",47.4113695,8.5625841,Kreis 12,Saatlen,competitors,1.0
Lidl Schweiz,"Schaffhauserstrasse 165, 8302 Kloten, Schweiz",47.45478,8.579279999999999,Kreis 12,Saatlen,competitors,1.0
Saatlen Pub,"Saatlenstrasse 18, 8051 Zürich, Schweiz",47.4052637,8.570902499999999,Kreis 12,Saatlen,competitors,1.0
SPAR Supermarkt Kloten Bramen,"Schaffhauserstrasse 60, 8302 Kloten, Schweiz",47.4441178,8.5788917,Kreis 12,Saatlen,competitors,1.0
SPAR Supermarkt Kloten,"Breitistrasse 24, 8302 Kloten, Schweiz",47.4477285,8.5842285,Kreis 12,Saatlen,competitors,1.0
SPAR Supermarkt Zürich Schwamendingen,"Düberndorfstrasse 271, Dübendorfstrasse 271, 8051 Zürich, Schweiz",47.4000502,8.5878202,Kreis 12,Schwamendingen-Mitte,competitors,1.0
Migros-Supermarkt - Dübendorf Stettbach,"Am Stadtrand 5, 8600 Dübendorf, Schweiz",47.3967003,8.5968453,Kreis 12,Hirzenbach,migros_group,1.0
Migros-Supermarkt - Dübendorf - Hochbord Nord,"Neugutstrasse 83, 8600 Dübendorf, Schweiz",47.4014347,8.6034625,Kreis 12,Hirzenbach,migros_group,1.0
GZ Hirzenbach - Zürcher Gemeinschaftszentren,"Helen-Keller-Strasse 55, 8051 Zürich, Schweiz",47.4026247,8.5918226,Kreis 12,Hirzenbach,migros_group,1.0
Coop Supermarkt Zürich Hirzenbachstrasse,"Hirzenbachstrasse 40, 8051 Zürich, Schweiz",47.4034823,8.5893255,Kreis 12,Hirzenbach,competitors,1.0
ALDI SUISSE,"Industriestrasse 31, 8305 Dietlikon, Schweiz",47.4122774,8.619218199999999,Kreis 12,Hirzenbach,competitors,1.0
ALDI SUISSE,"Im Schossacher 24, 8600 Dübendorf, Schweiz",47.3928061,8.642375,Kreis 12,Hirzenbach,competitors,1.0
Denner Discount,"Einkaufszentrum, Regensdorferstrasse 16, 8049 Zürich, Schweiz",47.4032859,8.4982778,Kreis 10,Höngg,migros_group,1.0
mio by migrolino,"Zürcherstrasse 158, 8102 Oberengstringen, Schweiz",47.411795999999995,8.4558533,Kreis 10,Höngg,migros_group,0.3
migrolino Regensdorf,"Feldstrasse 6, 8105 Regensdorf, Schweiz",47.437556,8.474373,Kreis 10,Höngg,migros_group,0.3
Migrol Service,"Wehntalerstrasse 387, 8046 Zürich, Schweiz",47.4142131,8.5181954,Kreis 10,Höngg,migros_group,1.0
Migrol Service,"Zürcherstrasse 158, 8102 Oberengstringen, Schweiz",47.411809,8.455855,Kreis 10,Höngg,migros_group,1.0
migrolino Schlieren,"Güterstrasse 3, 8952 Schlieren, Schweiz",47.3988491,8.4474854,Kreis 10,Höngg,migros_group,0.3
Coop Supermarkt Zürich Hönggermarkt,"Regensdorferstrasse 9, 8049 Zürich, Schweiz",47.402482899999995,8.4987328,Kreis 10,Höngg,competitors,1.0
Coop Supermarkt Zürich ETH Hönggerberg,"Wolfgang-Pauli-Strasse 14, 8049 Zürich, Schweiz",47.4083915,8.507961,Kreis 10,Höngg,competitors,1.0
Lidl Schweiz,"Lägernstrasse 4, 8154 Oberglatt, Schweiz",47.4754,8.50648,Kreis 10,Höngg,competitors,1.0
Alnatura Bio Super Markt Zürich Höngg,"Kappenbühlweg 5, 8049 Zürich, Schweiz",47.4033715,8.4980216,Kreis 10,Höngg,competitors,1.0
Hönggermarkt,"Regensdorferstrasse 5, 8049 Zürich, Schweiz",47.4025076,8.4988295,Kreis 10,Höngg,competitors,1.0
ALDI SUISSE,"Feldstrasse 32, 8105 Regensdorf, Schweiz",47.4383568,8.4730396,Kreis 10,Höngg,competitors,1.0
VOI Zürich - Hönggerstrasse,"Hönggerstrasse 117, 8037 Zürich, Schweiz",47.3953281,8.5183059,Kreis 10,Höngg,competitors,1.0
SPAR,"Pumpwerkstrasse 56, 8105 Regensdorf, Schweiz",47.4453521,8.464095499999999,Kreis 10,Höngg,competitors,1.0
SPAR Supermarkt Weiningen,"Regensdorferstrasse 2, 8104 Weiningen, Schweiz",47.419928,8.434778,Kreis 10,Höngg,competitors,1.0
City Bernina,"Berninastrasse 41, 8057 Zürich, Schweiz",47.4033886,8.547363700000002,Kreis 10,Höngg,competitors,1.0
SPAR Supermarkt,"Regensdorferstrasse 22, 8108 Dällikon, Schweiz",47.439264699999995,8.4413089,Kreis 10,Höngg,competitors,1.0
SPAR,"Badenerstrasse 104, 8952 Schlieren, Schweiz",47.3976295,8.430797199999999,Kreis 10,Höngg,competitors,1.0
Take Away - Zürich - Wiedikon M-Märt,"Birmensdorferstrasse 320, 8055 Zürich, Schweiz",47.369949899999995,8.508405999999999,Kreis 3,Alt-Wiedikon,migros_group,1.0
Migros Take Away,"Birmensdorferstrasse 140, 8003 Zürich, Schweiz",47.3700513,8.520220199999999,Kreis 3,Alt-Wiedikon,migros_group,1.0
Wiediker Märt,"Birmensdorferstrasse 320, 8055 Zürich, Schweiz",47.3698925,8.5086107,Kreis 3,Alt-Wiedikon,migros_group,1.0
Coop Supermarkt Zürich Talwiesenstrasse,"Birmensdorferstrasse 310, 8055 Zürich, Schweiz",47.3699656,8.509094,Kreis 3,Alt-Wiedikon,competitors,1.0
Coop Supermarkt Zürich Manessehof,"Uetlibergstrasse 20, 8045 Zürich, Schweiz",47.3648791,8.5210603,Kreis 3,Alt-Wiedikon,competitors,1.0
Coop Vitality Zürich-Wiedikon,"Birmensdorferstrasse 200, 8003 Zürich, Schweiz",47.3707958,8.5160521,Kreis 3,Alt-Wiedikon,competitors,1.0
Coop Supermarkt Zürich Kalandergasse,"Kalandergasse 4, 8045 Zürich, Schweiz",47.359146,8.5228009,Kreis 3,Alt-Wiedikon,competitors,1.0
Coop Supermarkt Zürich Zentrum Friesenberg,"Friesenbergpl. 3, 8045 Zürich, Schweiz",47.3611712,8.5065159,Kreis 3,Alt-Wiedikon,competitors,1.0
VOI Zürich - In der Ey,"Letzigraben 239, 8047 Zürich, Schweiz",47.37051,8.492829000000002,Kreis 3,Friesenberg,migros_group,1.0
Migros-Supermarkt - Zürich - Wollishofen,"Etzelstrasse 3, 8038 Zürich, Schweiz",47.34472220000001,8.53,Kreis 3,Friesenberg,migros_group,1.0
Migros-Supermarkt - Zürich - Leimbach Sihlbogen,"Leimbachstrasse 23, 8041 Zürich, Schweiz",47.336038300000006,8.518926,Kreis 3,Friesenberg,migros_group,1.0
KOL-TUV AG,"Aemtlerstrasse 8, 8003 Zürich, Schweiz",47.371184199999995,8.516499399999999,Kreis 3,Friesenberg,competitors,1.0
Arztpraxis Friesenberg AG,"Borrweg 65, 8055 Zürich, Schweiz",47.3615005,8.506895799999999,Kreis 3,Friesenberg,competitors,1.0
Friesenberg,"Friesenberg, Zürich, Schweiz",47.3588387,8.4977565,Kreis 3,Friesenberg,competitors,1.0
SPAR Supermarkt Bonstetten,"Dorfstrasse 15, 8906 Bonstetten, Schweiz",47.3148749,8.469689599999999,Kreis 3,Friesenberg,competitors,1.0
DHL Service Point (SPAR Supermarkt Zürich Greencity),"Spinnereipl. 3, 8041 Zürich, Schweiz",47.3383398,8.520264899999999,Kreis 3,Friesenberg,competitors,1.0
Friedhof Zürich Sihlfeld,"Aemtlerstrasse 151, 8003 Zürich, Schweiz",47.3758398,8.510604,Kreis 3,Sihlfeld,migros_group,1.0
Spartech-Zagalski,"Schimmelstrasse 3, 8003 Zürich, Schweiz",47.3696316,8.5252573,Kreis 3,Sihlfeld,competitors,1.0
Marktgasse,"Freilagerstrasse 61, 8047 Zürich, Schweiz",47.379816600000005,8.4890759,Kreis 3,Sihlfeld,competitors,1.0
Coop Supermarkt Zürich Wollishofen Seestr.,"Seestrasse 339, 8038 Zürich, Schweiz",47.347250599999995,8.5330098,Kreis 2,Wollishofen,competitors,1.0
VOI Zürich - Paradies,"Paradiesstrasse 3, 8038 Zürich, Schweiz",47.334755099999995,8.5294889,Kreis 2,Wollishofen,competitors,1.0
Lidl Schweiz,"Seestrasse 83 / 93, 8810 Horgen, Schweiz",47.263099999999994,8.59114,Kreis 2,Wollishofen,competitors,1.0
Denner Express,"Soodstrasse 52, 8134 Adliswil, Schweiz",47.320401,8.521865,Kreis 2,Leimbach,migros_group,0.3
Denner Discount,"Tiefackerstrasse 20, 8134 Adliswil, Schweiz",47.3153539,8.530547199999999,Kreis 2,Leimbach,migros_group,1.0
Denner Discount,"Florastrasse 10 Ladenzentrum Bahnhof, 8134 Adliswil, Schweiz",47.3122946,8.5243374,Kreis 2,Leimbach,migros_group,1.0
Denner Discount,"Hochweidstrasse 3, 8802 Kilchberg, Schweiz",47.3170757,8.5386927,Kreis 2,Leimbach,migros_group,1.0
Denner Discount,"Parkside, Zürcherstrasse 6, 8803 Rüschlikon, Schweiz",47.3002974,8.5489748,Kreis 2,Leimbach,migros_group,1.0
Coop Supermarkt Zürich Leimbach,"Leimbachstrasse 200, 8041 Zürich, Schweiz",47.3262298,8.5143126,Kreis 2,Leimbach,competitors,1.0
Lidl Schweiz,"Centralweg 3, 8910 Affoltern am Albis, Schweiz",47.2780069,8.4530301,Kreis 2,Leimbach,competitors,1.0
Coop Pronto Shop Zürich am Bahnhof Enge,"Tessinerpl. 3, 8002 Zürich, Schweiz",47.3644142,8.5322192,Kreis 2,Enge,competitors,0.3
Hürlimannbad & Spa Zürich,"Brandschenkestrasse 150, 8002 Zürich, Schweiz",47.3649417,8.525115,Kreis 2,Enge,competitors,1.0
Hürlimann Areal - Zürich,"8002 Zürich, Schweiz",47.364863,8.525058099999999,Kreis 2,Enge,competitors,1.0
Seebad Enge,"Mythenquai 9, 8002 Zürich, Schweiz",47.361633999999995,8.5367532,Kreis 2,Enge,competitors,1.0
Fitnesspark Stockerhof,"Dreikönigstrasse 31A, 8002 Zürich, Schweiz",47.3663862,8.535049899999999,Kreis 2,Enge,competitors,1.0
Sauna am See,"Mythenquai 9, 8002 Zürich, Schweiz",47.361659499999995,8.5366731,Kreis 2,Enge,competitors,1.0
"Hammam & Spa, Stadtbad Zürich","Stauffacherstrasse 60, 8004 Zürich, Schweiz",47.3754248,8.5271998,Kreis 2,Enge,competitors,1.0
Labo Spa,"Talacker 41, 8001 Zürich, Schweiz",47.371893,8.534785,Kreis 2,Enge,competitors,1.0
Soi Siam - Wellness,"Tödistrasse 40, 8002 Zürich, Schweiz",47.3671322,8.534450699999999,Kreis 2,Enge,competitors,1.0
Zürich Enge,"Tessinerpl. 10, 8002 Zürich, Schweiz",47.3640792,8.5308349,Kreis 2,Enge,competitors,1.0
Wanna Wellness,"Grütlistrasse 36, 8002 Zürich, Schweiz",47.362273,8.5308982,Kreis 2,Enge,competitors,1.0
Origin Massage Enge - Medizinische Massage,"Seestrasse 11, 8002 Zürich, Schweiz",47.3650946,8.531901399999999,Kreis 2,Enge,competitors,1.0
Nagare Spa,"Seefeldstrasse 7A, 8002 Zürich, Schweiz",47.3663713,8.5350594,Kreis 2,Enge,competitors,1.0
QueenBee Beauty Spa Nguyen,"Bederstrasse 98, 8002 Zürich, Schweiz",47.3618123,8.5259882,Kreis 2,Enge,competitors,1.0
Aesthe,"Beethovenstrasse 45, 8002 Zürich, Schweiz",47.368299699999994,8.5349702,Kreis 2,Enge,competitors,1.0
Splash of Beauty,"Freigutstrasse 10, 8002 Zürich, Schweiz",47.3672562,8.532568500000002,Kreis 2,Enge,competitors,1.0
Swiss Thai Spa Krankenkasse Anerkannt Sihlcity,"Giesshübelstrasse 64, 8045 Zürich, Schweiz",47.358345199999995,8.5195049,Kreis 2,Enge,competitors,1.0
Recovery Place,"Bleicherweg 33, 8002 Zürich, Schweiz",47.3665262,8.534053,Kreis 2,Enge,competitors,1.0
Migros-Supermarkt - Zürich - Affoltern,"Jonas-Furrer-Strasse 21, 8046 Zürich, Schweiz",47.42047710000001,8.5081698,Kreis 11,Affoltern,migros_group,1.0
